listing_id,mean_positive,mean_negative,mean_neutral,mean_mixed,number_reviews
13667826,84.24,1.74,0.5,13.53,4
10787333,99.87,0.01,0.12,0.01,7
11041684,99.88,0.03,0.04,0.05,5
8450098,97.0,0.03,0.37,2.6,39
7211531,90.63,5.15,4.17,0.05,12
1248870,99.71,0.01,0.07,0.21,17
13524454,99.96,0.0,0.03,0.01,1
9218312,99.26,0.03,0.2,0.51,32
10742655,82.59,0.57,15.8,1.03,4
6574771,95.84,0.06,0.12,3.98,25
11717217,0.18,89.38,0.31,10.13,2
7008455,99.96,0.0,0.03,0.01,3
9407895,48.08,11.83,11.28,28.81,11
11987762,0.12,99.37,0.24,0.27,1
72811,88.59,1.51,0.4,9.49,123
11441717,99.67,0.01,0.29,0.03,10
12761363,86.93,0.2,2.74,10.13,2
1341072,88.77,2.31,3.03,5.89,41
3181719,99.65,0.01,0.13,0.21,44
9494212,85.53,2.82,1.13,10.52,36
6075481,86.95,7.31,2.76,2.98,40
4261784,88.67,0.03,0.04,11.26,3
4445906,63.97,2.1,0.07,33.86,3
8118718,99.79,0.02,0.05,0.15,12
7927765,99.75,0.0,0.23,0.01,2
5433246,99.73,0.01,0.05,0.21,4
6741968,97.51,0.1,0.35,2.04,85
11624428,99.93,0.01,0.04,0.02,6
1102623,97.82,0.48,0.1,1.6,47
3591388,98.65,0.04,1.07,0.25,30
13298014,0.01,3.56,0.0,96.43,1
8469735,56.25,13.32,17.0,13.43,6
11921486,99.95,0.0,0.04,0.01,2
8112652,99.94,0.0,0.05,0.01,4
5891012,99.85,0.0,0.11,0.03,4
1425973,85.18,5.97,3.74,5.12,12
8165898,99.93,0.0,0.05,0.01,3
9327506,99.96,0.0,0.01,0.02,1
13236936,1.27,80.78,3.35,14.6,1
3946215,97.4,0.38,0.6,1.61,101
3967611,98.93,0.0,0.02,1.04,4
1106555,91.5,3.7,0.73,4.07,26
7694365,99.92,0.0,0.08,0.0,1
6356533,74.59,1.86,0.11,23.44,14
13275308,96.17,0.01,3.8,0.03,24
6923942,99.96,0.0,0.03,0.0,1
1131634,95.87,1.66,2.42,0.05,24
13733887,99.87,0.0,0.11,0.01,11
9430774,99.98,0.0,0.01,0.0,1
8663351,99.59,0.02,0.09,0.3,13
8686165,93.7,2.17,0.13,4.0,14
12409042,98.96,0.01,0.99,0.04,7
891661,94.17,0.85,0.36,4.62,190
12603280,3.67,3.09,0.27,92.97,1
9496325,72.39,13.29,11.33,2.99,4
9574727,99.97,0.0,0.02,0.0,2
13391024,87.51,0.0,0.05,12.44,8
12930651,85.7,5.06,3.16,6.09,12
7920759,99.96,0.0,0.04,0.01,3
6006121,89.87,3.03,2.75,4.35,105
12707324,99.21,0.05,0.33,0.41,2
6019555,97.12,0.01,0.05,2.81,31
3788075,91.98,0.06,0.11,7.84,23
8319253,76.78,14.93,1.03,7.25,2
6793913,44.07,30.51,4.11,21.3,2
6317446,99.54,0.01,0.06,0.4,47
12709469,0.05,84.93,0.02,15.0,1
13031523,98.57,0.02,0.44,0.97,3
10749794,98.48,0.04,0.07,1.41,21
11275661,73.13,24.97,0.1,1.8,4
13677640,60.01,20.08,0.07,19.84,5
1166808,96.29,0.01,0.08,3.61,29
13121821,99.86,0.0,0.06,0.08,20
12087989,99.89,0.01,0.1,0.01,12
11966297,84.86,7.81,4.49,2.84,8
6705513,87.95,3.06,2.86,6.13,30
4205641,75.74,8.85,3.25,12.16,46
8827268,99.95,0.0,0.03,0.02,11
13674964,99.82,0.03,0.1,0.05,5
8366402,92.53,4.25,1.44,1.78,17
8097453,99.9,0.0,0.09,0.0,1
13261681,90.74,9.09,0.14,0.02,11
6568621,69.06,20.03,0.08,10.83,10
8662258,99.91,0.0,0.08,0.01,68
3012529,95.73,1.23,0.43,2.61,178
14713259,99.94,0.01,0.04,0.01,4
13007124,85.1,4.76,0.2,9.95,21
13642024,99.96,0.0,0.03,0.0,1
8337048,92.26,3.79,1.84,2.11,19
11757376,99.83,0.01,0.12,0.04,8
7368611,97.16,0.01,0.07,2.76,37
6523777,99.75,0.01,0.13,0.11,55
14574800,99.95,0.0,0.04,0.0,1
4034018,99.84,0.01,0.05,0.11,15
12825412,99.72,0.01,0.27,0.01,5
2114274,98.01,0.04,0.09,1.86,20
3664031,97.47,0.09,2.2,0.25,42
13955674,99.95,0.0,0.04,0.01,3
6544642,95.23,0.02,0.14,4.61,14
31796,88.08,4.23,1.14,6.55,290
5834930,97.17,0.1,0.33,2.4,4
12497846,63.16,21.82,14.91,0.11,8
2423613,77.16,0.69,0.15,22.0,13
9953144,99.95,0.0,0.05,0.0,3
950046,88.44,0.03,0.18,11.35,6
14533848,51.12,29.88,18.87,0.13,2
4518710,84.05,4.4,1.67,9.88,38
7185881,99.94,0.0,0.04,0.02,2
1881298,94.87,0.13,0.74,4.26,192
6017574,99.8,0.01,0.05,0.14,15
737519,99.96,0.0,0.03,0.01,3
6476613,99.95,0.0,0.04,0.01,1
7054058,94.01,0.02,0.4,5.58,14
14682931,99.78,0.02,0.13,0.07,1
2043529,59.6,10.65,5.72,24.04,19
2167993,94.77,1.29,1.15,2.78,56
4489588,75.94,7.02,10.93,6.11,16
13494185,99.91,0.0,0.09,0.0,5
13378987,83.3,12.13,0.04,4.53,6
8584276,87.73,8.11,4.13,0.04,8
7474615,99.84,0.01,0.13,0.03,3
11376403,80.22,0.07,0.07,19.64,5
7649517,90.5,1.39,0.58,7.54,20
11590512,98.93,0.01,0.92,0.14,5
9382898,87.8,4.74,0.4,7.06,49
732932,94.61,2.27,3.08,0.04,18
1861070,99.8,0.01,0.17,0.02,17
11159585,99.92,0.0,0.07,0.0,1
5532549,99.91,0.0,0.08,0.01,4
8846202,90.82,6.43,2.69,0.07,11
1864705,84.15,7.65,0.09,8.1,10
6602167,92.66,0.21,0.15,6.98,23
10656899,99.81,0.01,0.13,0.06,6
3917027,72.96,3.87,0.18,22.99,57
1510876,97.43,0.11,0.09,2.37,23
11528125,99.97,0.0,0.02,0.01,1
8025718,99.9,0.0,0.09,0.01,3
13027627,2.51,61.12,36.08,0.28,2
7379913,99.82,0.0,0.06,0.11,15
3363097,99.71,0.01,0.06,0.22,21
11306586,90.08,4.73,0.21,4.99,26
13249829,98.93,0.04,0.4,0.64,2
52423,77.2,0.02,0.06,22.73,4
4489490,98.63,0.01,0.07,1.29,16
11853416,1.81,56.11,41.87,0.21,1
8052617,88.31,3.35,1.58,6.76,62
6310903,95.77,0.03,0.16,4.04,39
4233242,99.61,0.0,0.37,0.01,15
2061478,99.72,0.04,0.19,0.05,9
5718801,98.01,0.12,0.9,0.98,5
4644455,99.98,0.0,0.01,0.0,1
13078148,99.7,0.03,0.01,0.26,1
9248612,96.17,0.01,0.05,3.77,17
1589392,99.98,0.0,0.02,0.0,1
2798787,98.55,0.68,0.42,0.35,94
3415245,99.96,0.0,0.02,0.01,2
1472481,95.9,0.64,1.0,2.45,231
9273,98.07,0.33,1.02,0.58,13
7499960,88.97,6.51,4.5,0.02,9
6014737,62.34,14.15,1.7,21.81,16
12517081,99.18,0.18,0.47,0.17,4
4568116,98.1,0.05,0.2,1.65,163
9473816,99.96,0.0,0.03,0.01,2
5726250,99.75,0.01,0.23,0.01,18
4516065,90.33,0.07,0.08,9.52,3
8231382,84.79,8.85,0.07,6.29,25
4291607,52.51,26.88,16.61,4.01,4
1471373,74.58,9.27,0.84,15.31,72
9117009,92.97,2.32,1.38,3.34,27
12630619,99.69,0.01,0.1,0.21,10
7514336,96.86,0.04,0.04,3.05,1
1115394,96.71,0.37,0.16,2.76,179
7620413,99.91,0.0,0.08,0.0,2
6870485,99.86,0.01,0.11,0.02,7
414419,91.37,1.22,1.24,6.16,312
10607657,99.89,0.0,0.1,0.01,6
6695,92.51,0.2,0.49,6.8,47
11120777,97.98,0.05,0.36,1.61,24
5269216,80.62,5.43,0.1,13.85,43
890705,86.79,6.18,0.81,6.23,16
13782612,99.88,0.0,0.04,0.08,3
13613562,28.32,33.25,5.98,32.45,3
5903001,91.14,0.22,0.17,8.47,12
1136972,97.83,0.16,0.72,1.28,280
12208307,99.92,0.01,0.07,0.01,1
14474114,99.69,0.01,0.06,0.24,1
14091605,90.21,0.01,0.1,9.67,17
315982,83.76,2.57,0.17,13.5,84
13912467,99.93,0.0,0.06,0.01,4
5590505,99.95,0.0,0.03,0.01,1
716643,87.05,0.11,0.07,12.77,8
13415232,99.95,0.0,0.04,0.01,6
13126713,49.19,0.11,0.16,50.54,2
39116,99.24,0.01,0.13,0.62,45
13531200,99.92,0.0,0.04,0.03,6
12074204,1.76,51.18,46.9,0.16,1
8480507,99.6,0.01,0.06,0.32,15
13655923,98.22,0.07,0.05,1.66,19
2723274,99.94,0.0,0.05,0.01,10
3351728,99.58,0.01,0.39,0.02,9
13295386,1.83,64.02,34.0,0.14,1
11906382,99.02,0.01,0.96,0.01,5
3678429,99.88,0.0,0.1,0.01,8
336960,93.18,1.77,1.43,3.63,145
3653207,92.02,2.32,0.22,5.44,58
10494550,96.76,0.07,0.1,3.07,47
6976414,99.73,0.01,0.25,0.0,2
3575220,86.56,5.25,7.73,0.46,8
12379725,99.89,0.0,0.1,0.01,4
13192046,99.97,0.0,0.02,0.01,3
8325544,2.23,4.99,0.06,92.72,1
12914154,99.91,0.01,0.02,0.06,5
13968572,99.84,0.01,0.13,0.02,2
6796364,99.76,0.02,0.1,0.13,1
8814105,99.9,0.0,0.09,0.01,17
6296656,96.92,0.04,0.11,2.93,57
11334091,95.75,2.27,1.96,0.03,24
321328,99.95,0.0,0.04,0.01,11
10311094,62.05,0.86,0.2,36.89,5
6764572,97.77,0.3,0.26,1.67,53
7728499,99.46,0.01,0.48,0.05,6
2243499,99.93,0.0,0.07,0.0,1
3765289,57.72,13.63,0.19,28.46,2
10233104,83.37,3.68,0.21,12.74,34
11295065,99.88,0.0,0.12,0.0,2
8720718,98.09,0.75,0.58,0.58,80
12586305,89.3,0.13,0.33,10.25,3
8956962,66.6,7.05,5.53,20.82,8
11126122,84.33,0.13,0.4,15.14,5
13565471,99.52,0.01,0.46,0.01,1
12826145,99.95,0.0,0.04,0.01,4
11873789,99.88,0.0,0.1,0.01,8
13378923,99.95,0.0,0.03,0.01,5
6444303,99.88,0.01,0.08,0.03,21
743211,97.52,0.76,1.33,0.39,49
8563141,91.59,0.16,2.01,6.24,37
14813006,99.98,0.0,0.01,0.01,1
7294565,99.84,0.0,0.14,0.01,1
11498416,75.28,3.01,2.76,18.96,38
5267396,96.07,0.01,0.08,3.85,73
2881388,96.12,1.29,1.04,1.55,95
14469894,99.98,0.0,0.01,0.01,1
6324649,81.81,8.53,4.28,5.37,54
9125711,1.83,58.29,39.72,0.17,1
13864415,70.01,0.07,0.04,29.88,3
12540640,99.91,0.0,0.05,0.03,3
8904297,80.02,10.06,0.05,9.87,10
8193344,94.2,0.16,0.07,5.57,26
6277566,66.38,0.57,0.17,32.88,3
7809904,99.94,0.01,0.04,0.01,21
13723404,69.9,1.26,4.66,24.18,4
8973362,99.87,0.02,0.05,0.06,3
625012,99.02,0.04,0.12,0.82,123
12738641,82.3,8.91,5.58,3.21,7
932853,95.39,0.05,0.12,4.44,17
2410846,82.27,1.06,0.36,16.31,6
5959740,5.91,39.38,54.02,0.69,1
8555187,96.75,0.26,0.09,2.9,29
11455804,99.91,0.0,0.08,0.0,4
5702292,90.45,1.99,0.72,6.83,13
2219399,96.46,2.06,0.09,1.4,49
1692573,95.12,0.98,1.79,2.1,92
5940069,89.22,3.37,2.24,5.17,19
7178893,99.93,0.0,0.05,0.01,9
14186170,99.92,0.01,0.04,0.03,5
257588,95.84,0.04,0.18,3.94,132
9504314,1.59,57.34,40.98,0.09,1
11258721,98.74,0.21,0.78,0.27,4
777903,92.8,0.31,6.33,0.56,17
13313124,94.97,0.01,0.09,4.93,2
10701625,76.58,1.59,0.06,21.76,4
3294152,91.6,1.16,1.78,5.47,77
12318093,80.06,0.37,0.03,19.54,4
3957602,99.75,0.01,0.12,0.12,63
9231486,99.94,0.0,0.05,0.01,30
2277821,98.59,0.01,0.05,1.35,83
7033732,94.16,2.06,2.96,0.82,60
12652181,99.93,0.01,0.06,0.01,2
8172380,83.36,4.45,0.66,11.54,87
8303267,99.96,0.0,0.03,0.0,2
6646604,90.77,1.0,0.14,8.09,30
12916551,98.69,0.02,0.08,1.21,33
6862758,99.86,0.01,0.12,0.01,11
3914363,65.7,0.24,15.4,18.66,5
7931882,99.94,0.0,0.05,0.01,11
2126053,93.54,1.62,1.22,3.62,37
5927267,94.53,0.86,0.27,4.34,40
839265,96.55,0.02,0.25,3.17,16
13674701,99.81,0.03,0.07,0.09,2
12363660,71.11,12.01,7.73,9.16,15
1234740,86.95,0.07,0.03,12.94,9
3656168,98.95,0.03,0.09,0.93,4
658029,82.45,7.43,1.58,8.55,65
2694019,86.01,5.01,1.34,7.64,34
1275498,93.78,5.68,0.15,0.39,15
8461819,99.9,0.0,0.09,0.0,2
1358531,76.46,1.64,21.86,0.03,3
5717690,82.65,0.95,0.53,15.87,27
3166256,90.58,5.49,3.51,0.41,102
475259,67.1,0.64,0.12,32.14,3
10734159,99.3,0.01,0.06,0.63,22
6119918,85.18,0.24,0.28,14.3,51
7356415,99.91,0.0,0.08,0.01,3
8536127,63.45,21.75,1.7,13.1,21
10132073,99.82,0.0,0.17,0.01,4
7095658,99.92,0.01,0.07,0.01,2
4196643,77.08,5.22,5.74,11.96,72
5125723,96.47,1.98,1.53,0.01,29
13110347,99.82,0.01,0.1,0.07,33
4294835,88.99,0.11,0.16,10.73,43
12034317,99.97,0.0,0.02,0.01,1
13107648,99.94,0.0,0.04,0.02,19
14389002,99.96,0.01,0.03,0.01,1
13642405,68.93,11.53,13.6,5.94,8
8934599,99.88,0.0,0.1,0.02,7
12463555,99.05,0.06,0.09,0.81,7
7281884,95.28,1.01,0.71,2.99,82
13814175,75.25,16.22,8.46,0.07,4
11343048,70.68,7.06,3.74,18.52,11
182613,97.41,0.04,0.18,2.37,50
13056513,99.85,0.0,0.13,0.02,11
8170181,94.54,2.69,0.52,2.25,22
2848370,91.49,1.84,0.25,6.42,36
3302294,80.0,4.31,0.5,15.19,133
11229070,99.89,0.0,0.07,0.04,32
7749568,93.57,0.01,0.04,6.37,15
6543678,89.57,4.08,1.53,4.82,19
519272,89.33,4.14,6.49,0.04,9
4653267,99.74,0.0,0.25,0.01,1
13017162,77.6,7.43,1.73,13.25,14
4314054,87.81,3.21,1.41,7.57,198
13024208,99.98,0.0,0.01,0.01,1
6613472,99.86,0.0,0.1,0.04,8
5661246,97.02,0.05,0.18,2.75,36
8133752,99.85,0.01,0.07,0.07,9
2043541,77.11,9.99,3.79,9.11,37
7181950,97.51,0.02,0.05,2.42,67
8822499,99.96,0.01,0.02,0.01,4
10552237,53.81,25.98,12.31,7.91,8
12508801,99.96,0.0,0.03,0.01,3
4553903,94.54,0.22,0.23,5.01,140
6106955,99.96,0.0,0.03,0.01,8
6644330,98.29,0.42,1.09,0.2,5
13830152,98.82,0.01,0.04,1.13,5
9575439,99.92,0.01,0.05,0.03,10
197146,99.21,0.04,0.73,0.02,20
1863443,79.99,19.84,0.06,0.11,5
10032327,99.91,0.0,0.05,0.04,20
8789821,99.63,0.01,0.35,0.01,6
3873776,88.19,0.54,0.25,11.02,7
4934600,89.68,1.93,1.4,6.99,64
7420789,99.13,0.05,0.42,0.39,33
4995033,89.56,3.64,2.38,4.42,33
7735518,99.92,0.0,0.06,0.02,1
8537786,68.81,1.16,0.68,29.34,14
9473811,33.82,17.37,15.51,33.3,3
13251243,97.14,0.07,0.23,2.56,16
1340649,99.29,0.06,0.64,0.01,8
9706279,99.96,0.0,0.04,0.01,1
21337,74.51,1.19,0.1,24.2,11
13063952,99.76,0.01,0.22,0.01,3
973840,95.37,1.19,1.07,2.37,42
3432321,95.75,0.06,0.18,4.02,82
22212,75.06,0.33,0.31,24.3,23
14714374,99.94,0.0,0.05,0.0,3
12870514,98.71,0.18,0.53,0.57,10
1161210,96.06,0.76,0.68,2.49,162
4151979,95.55,0.49,1.11,2.85,88
7784616,97.17,0.01,0.03,2.79,2
12183851,56.11,24.95,9.48,9.47,20
13532311,99.95,0.01,0.03,0.01,1
8441187,91.78,2.13,0.29,5.8,45
13002808,92.33,4.37,3.27,0.03,13
667325,97.84,0.13,0.26,1.76,58
12052292,1.6,56.0,42.27,0.13,1
11796879,99.23,0.01,0.02,0.74,2
10117803,50.21,49.62,0.03,0.14,2
4765070,94.99,0.82,0.72,3.47,139
12957423,98.05,0.33,0.18,1.44,36
9109401,83.58,6.2,4.48,5.74,19
3740274,99.44,0.06,0.19,0.32,36
8859689,83.87,7.74,5.42,2.98,15
5453775,84.83,11.03,3.14,1.0,14
7651065,99.6,0.01,0.37,0.01,29
3997572,99.96,0.0,0.03,0.0,3
9685085,99.94,0.0,0.05,0.0,3
3182473,80.6,0.15,0.23,19.02,9
4106372,92.36,4.05,1.85,1.74,49
14632821,75.56,15.09,9.28,0.07,4
7860369,99.84,0.0,0.05,0.11,1
29765,94.16,3.81,1.86,0.18,90
1541166,99.92,0.0,0.07,0.02,16
12987348,99.69,0.01,0.04,0.26,26
7003280,92.07,0.31,0.2,7.42,97
6343532,89.51,2.82,0.91,6.77,63
5801643,77.04,2.99,1.18,18.78,31
5584915,99.74,0.02,0.1,0.15,2
1262443,2.6,68.26,27.91,1.24,3
8577620,99.8,0.02,0.16,0.02,9
4340110,98.81,0.03,0.17,0.99,74
5990808,92.86,0.19,0.18,6.77,39
2227959,97.26,0.4,0.42,1.92,176
1445064,95.31,0.42,0.6,3.68,73
2747654,62.03,8.3,0.17,29.49,67
14461998,99.8,0.03,0.11,0.06,2
13820571,99.74,0.01,0.22,0.03,28
7562235,65.53,0.06,0.09,34.31,3
13275334,99.89,0.01,0.07,0.04,8
1587540,99.82,0.01,0.13,0.03,26
10116726,99.93,0.0,0.06,0.01,1
7961477,91.0,4.94,4.05,0.01,11
9991857,99.96,0.0,0.03,0.01,1
13233001,99.77,0.02,0.04,0.17,1
11648688,50.06,41.69,0.03,8.22,2
4964365,83.75,12.0,3.74,0.51,6
8861069,91.63,3.25,1.66,3.46,20
3353,89.76,3.31,0.35,6.58,34
5639731,72.77,5.12,3.05,19.06,13
12274601,99.62,0.01,0.37,0.0,1
13918656,2.38,70.32,26.93,0.37,1
801680,95.53,0.55,0.06,3.87,23
6400348,99.92,0.0,0.07,0.01,2
8548176,89.98,4.11,0.39,5.52,24
3311675,30.66,5.94,0.51,62.9,3
13081347,95.34,2.75,1.28,0.62,2
2943804,99.95,0.01,0.03,0.01,7
11990528,86.82,0.05,13.11,0.02,3
799701,99.46,0.01,0.52,0.01,2
250345,82.09,4.7,0.19,13.03,22
13924495,99.97,0.0,0.02,0.01,2
2384581,93.22,0.26,0.06,6.46,14
6378076,95.2,0.02,0.15,4.63,23
2538536,94.44,0.05,0.15,5.37,17
5976821,99.75,0.01,0.22,0.02,59
6348631,78.03,0.18,0.15,21.64,8
7275018,99.88,0.0,0.11,0.01,3
1887581,80.89,5.5,1.93,11.68,64
1374466,99.9,0.01,0.09,0.01,25
8163273,99.94,0.01,0.05,0.0,1
4875342,88.76,5.48,3.6,2.16,11
3050565,98.41,0.26,0.08,1.25,23
7723492,95.45,0.2,0.14,4.2,22
8064980,80.18,0.01,0.04,19.77,5
12665563,99.91,0.0,0.05,0.04,13
9961767,99.95,0.0,0.04,0.0,2
7618925,92.79,1.83,0.22,5.16,1
11494020,99.88,0.01,0.08,0.02,9
13264687,83.4,10.33,6.15,0.12,6
12915510,26.95,50.66,22.04,0.35,4
8735827,94.11,0.23,0.13,5.53,31
12648403,94.05,5.0,0.04,0.91,20
4489752,89.48,1.91,2.84,5.77,22
721979,98.2,0.02,1.77,0.01,7
9493951,90.77,0.43,0.17,8.63,43
6118583,99.25,0.07,0.51,0.17,10
3522237,99.47,0.07,0.04,0.42,2
5856633,99.95,0.0,0.04,0.0,1
1042420,97.34,0.22,0.47,1.96,52
12246137,99.91,0.0,0.09,0.0,1
13816458,99.79,0.01,0.15,0.04,7
4586590,96.89,0.09,0.17,2.84,102
2022303,94.4,1.56,1.2,2.84,84
14574734,99.84,0.01,0.08,0.08,3
1391492,96.28,0.21,1.61,1.9,71
7929879,70.03,16.49,0.13,13.35,6
13697966,90.92,1.37,0.63,7.08,3
11985521,99.98,0.0,0.01,0.01,1
9470342,99.94,0.01,0.04,0.02,1
7874552,92.73,3.48,0.18,3.62,29
11626869,91.71,6.72,0.24,1.34,12
3775876,88.39,0.21,0.29,11.11,10
12756776,79.36,1.3,0.58,18.75,5
13669224,99.9,0.01,0.06,0.03,4
9346513,99.9,0.01,0.04,0.05,7
1544702,97.68,0.21,0.36,1.76,222
9238963,99.08,0.01,0.91,0.0,2
14252020,50.84,28.5,20.56,0.1,6
7575576,60.02,0.26,0.07,39.65,4
11223924,97.61,0.08,0.4,1.91,30
9896359,99.96,0.0,0.03,0.0,5
13686161,2.69,71.97,22.31,3.03,1
13242393,99.96,0.0,0.04,0.0,1
8987722,95.83,0.03,0.54,3.6,50
1545185,93.68,3.22,0.08,3.01,31
10835494,99.47,0.0,0.52,0.01,3
9250014,99.76,0.01,0.08,0.15,10
5380160,80.14,9.4,5.91,4.55,27
7789055,90.74,3.44,1.51,4.3,38
8792552,54.62,17.12,3.23,25.02,38
13073078,51.01,30.24,18.64,0.11,6
8458210,99.58,0.01,0.4,0.02,48
2429961,83.35,3.43,2.98,10.25,17
2014882,94.99,1.04,0.5,3.48,104
8518237,99.23,0.08,0.17,0.53,42
14094279,99.88,0.0,0.1,0.02,12
12268144,99.97,0.0,0.02,0.0,4
11474006,99.81,0.01,0.18,0.01,13
13060366,1.94,61.21,36.66,0.19,1
13589,85.9,2.81,3.07,8.22,52
6131224,99.78,0.01,0.19,0.03,10
1839549,94.64,1.21,1.02,3.13,59
1648950,92.87,0.16,0.32,6.65,81
1171578,98.82,0.01,0.22,0.95,108
12580274,90.74,0.16,0.54,8.56,35
6373729,99.94,0.0,0.05,0.01,1
7573274,50.2,0.01,0.01,49.78,2
8799256,92.44,0.35,0.07,7.14,43
9541295,99.6,0.01,0.16,0.23,17
179244,89.88,1.28,1.41,7.43,81
5725804,99.96,0.0,0.03,0.01,2
13993185,99.39,0.01,0.59,0.01,10
13926017,61.17,17.55,6.76,14.52,4
13800294,52.8,0.14,0.03,47.03,2
4767023,99.84,0.01,0.06,0.09,9
6544715,83.23,5.93,4.12,6.72,10
10807,99.48,0.01,0.51,0.0,1
1721016,68.9,16.51,14.2,0.39,3
8614167,85.59,7.38,6.77,0.27,7
5769127,49.93,49.98,0.09,0.0,2
12383703,78.41,0.01,0.06,21.52,3
14489201,99.92,0.0,0.05,0.02,3
9765,78.73,0.76,0.14,20.37,9
115936,71.41,10.63,0.53,17.43,7
6038520,95.47,2.91,1.58,0.03,22
568234,93.77,2.35,2.91,0.98,132
10279083,67.52,23.99,7.48,1.01,3
6690605,97.86,0.04,0.57,1.53,6
9685076,97.93,0.15,1.48,0.44,3
728238,92.73,2.39,0.55,4.33,88
6000531,99.97,0.0,0.03,0.01,4
13163259,99.97,0.0,0.03,0.0,1
8814215,80.58,1.81,0.18,17.42,5
13912472,99.82,0.01,0.07,0.09,8
713627,99.86,0.0,0.13,0.01,1
6780313,77.46,0.89,0.15,21.49,18
13005579,91.76,5.98,0.07,2.19,22
4828640,94.39,1.43,0.69,3.49,54
5191658,94.29,0.13,1.65,3.94,24
4431210,72.91,0.48,0.55,26.07,5
7939556,99.76,0.0,0.23,0.01,1
3977877,99.89,0.0,0.1,0.01,3
13140867,99.82,0.01,0.12,0.05,9
3888360,91.69,0.14,0.13,8.04,24
11343485,86.07,4.51,2.71,6.71,14
9770477,55.52,12.0,0.4,32.08,8
12904318,99.94,0.0,0.03,0.03,1
851927,99.96,0.01,0.03,0.01,7
8063870,52.38,0.14,0.13,47.35,2
1401625,93.09,0.04,0.59,6.28,4
6513924,91.11,2.36,1.34,5.19,30
2831504,99.96,0.0,0.02,0.01,2
8596320,79.53,6.96,5.72,7.8,8
10883063,97.53,0.11,2.08,0.28,15
9833460,99.88,0.0,0.11,0.0,3
6326257,96.81,0.96,0.13,2.1,62
12899026,99.97,0.0,0.02,0.01,1
13623390,99.97,0.0,0.03,0.0,5
2843596,97.47,0.19,0.13,2.21,79
1704090,93.26,0.04,0.14,6.56,67
11592067,75.65,17.99,5.59,0.76,4
1956275,85.51,2.4,0.18,11.91,74
6870366,96.34,0.2,1.26,2.2,133
6276572,93.22,4.74,1.82,0.22,15
13969217,37.69,32.72,0.26,29.32,3
12873559,99.97,0.0,0.02,0.01,1
5004278,97.58,0.0,0.04,2.38,28
2583074,96.59,1.93,1.47,0.01,31
12022134,93.07,0.61,2.08,4.24,1
1203014,99.2,0.02,0.13,0.64,60
10634364,60.62,23.52,15.79,0.06,5
7633883,85.84,8.7,5.43,0.03,7
14057466,99.87,0.0,0.11,0.02,2
14254537,99.93,0.0,0.06,0.0,2
14300921,99.61,0.02,0.31,0.06,6
14426987,99.88,0.01,0.03,0.09,5
4900659,98.41,0.04,0.07,1.48,30
14719754,98.86,0.01,0.02,1.11,1
14843050,50.87,29.15,19.88,0.1,2
10190260,99.96,0.0,0.04,0.0,1
10021398,98.75,0.01,0.16,1.08,22
3931204,99.93,0.0,0.06,0.01,9
6027467,99.96,0.0,0.03,0.01,3
13514017,72.28,9.28,6.03,12.4,14
1701741,79.52,0.04,0.08,20.36,8
9727523,92.44,6.68,0.57,0.32,15
4065578,96.64,2.17,0.55,0.64,68
4638356,95.0,0.01,0.05,4.94,21
5049582,99.92,0.0,0.07,0.01,8
14713980,1.76,51.2,46.9,0.15,1
1051482,82.13,2.14,2.03,13.7,29
7509273,99.87,0.01,0.11,0.01,7
3094942,99.94,0.0,0.05,0.01,10
2365632,95.37,0.7,1.44,2.49,55
8048838,99.98,0.0,0.01,0.01,1
9207914,91.47,1.5,0.09,6.95,43
735970,99.52,0.04,0.04,0.41,3
12320063,99.91,0.01,0.06,0.02,3
2886933,96.03,0.07,2.2,1.71,46
13296735,99.82,0.01,0.14,0.02,14
4402209,95.7,1.28,2.99,0.03,20
4489920,99.95,0.0,0.04,0.01,1
13942919,99.72,0.06,0.03,0.19,6
6823017,94.33,0.02,0.13,5.53,35
3985462,98.96,0.83,0.14,0.06,121
12604733,2.08,62.15,35.64,0.14,1
1174776,86.23,0.03,0.04,13.7,6
3410087,82.32,7.46,1.38,8.84,80
6730758,99.18,0.02,0.08,0.71,46
10411383,99.98,0.0,0.01,0.0,1
7693009,93.41,4.03,2.53,0.03,15
13812075,95.37,0.03,4.58,0.03,14
6227976,51.18,36.0,11.23,1.6,2
12971157,50.75,30.44,18.73,0.08,2
5344465,91.08,6.01,2.15,0.76,12
1185034,89.28,3.77,2.48,4.47,16
1631942,85.85,5.9,5.07,3.17,18
9577988,99.35,0.02,0.07,0.56,23
13951039,99.88,0.0,0.1,0.01,7
3276286,82.63,3.99,2.19,11.19,39
6576530,72.5,0.77,0.95,25.78,4
6640662,99.97,0.0,0.03,0.0,1
3069104,92.94,0.06,1.35,5.65,17
200265,96.07,0.6,0.76,2.58,118
2633478,97.62,0.01,0.07,2.3,12
7693354,93.53,2.08,0.86,3.53,113
13239143,99.65,0.07,0.07,0.21,2
1214214,99.96,0.0,0.04,0.0,1
179245,90.63,4.5,1.0,3.88,33
13863117,86.86,0.48,0.43,12.22,7
2672058,83.4,10.03,0.36,6.2,10
2892825,41.02,14.22,16.61,28.15,7
13801598,99.97,0.0,0.03,0.01,2
9894686,95.13,1.4,0.18,3.3,65
11572070,99.97,0.0,0.03,0.0,1
7018497,99.02,0.01,0.96,0.01,6
5026613,99.12,0.01,0.1,0.77,58
