,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,city,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_sentiment_positive,reviews_sentiment_negative,reviews_sentiment_neutral,reviews_sentiment_mixed,number_sentiment_reviews,occupation_percentage_categoric
1709,"Boston, Massachusetts, United States",within a few hours,100%,33%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02111,42.35326565616391,-71.06095515727358,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron}",,$185.00,$200.00,$50.00,2,$25.00,1,1125,14,95.0,10.0,10.0,10.0,10.0,9.0,9.0,f,f,strict,f,f,78.19,13.52,8.22,0.07,14,3
1710,"Philadelphia, Pennsylvania, United States",,,,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Downtown,Boston,02114,42.366233081540976,-71.05904009105518,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",,$225.00,,,1,$0.00,1,1125,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,99.97,0.0,0.02,0.0,2,3
1711,"Boston, Massachusetts, United States",within an hour,100%,61%,f,3,"['email', 'phone', 'reviews']",t,f,Downtown,Boston,02116,42.35235688712226,-71.06534161486913,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$206.00,$100.00,$35.00,2,$35.00,2,1125,15,87.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,71.11,12.01,7.73,9.16,15,1
1712,"Montreal, Quebec, Canada",within a few hours,71%,98%,f,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,Downtown,Boston,02110,42.35524819719099,-71.057728990236,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$189.00,$400.00,$95.00,1,$0.00,3,1125,4,85.0,6.0,9.0,10.0,8.0,9.0,9.0,f,t,strict,f,f,69.9,1.26,4.66,24.18,4,3
1713,US,within an hour,100%,100%,f,1,"['phone', 'reviews']",t,f,Downtown,Boston,02116,42.35044567906831,-71.06491853318136,Apartment,Shared room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""Hair Dryer"",Iron}",,$150.00,,,1,$0.00,1,1125,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,99.84,0.01,0.08,0.08,3,3
1714,US,within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02116,42.35126102439081,-71.0636254169093,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}",,$199.00,,$100.00,1,$0.00,3,1125,2,80.0,5.0,9.0,8.0,7.0,9.0,9.0,f,f,strict,f,f,50.21,49.62,0.03,0.14,2,2
1715,"Boston, Massachusetts, United States",within a few hours,100%,93%,f,12,"['phone', 'reviews']",t,f,Downtown,Boston,02108,42.35849698264322,-71.06201144020237,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating}",,$154.00,"$1,000.00",$250.00,0,$0.00,30,365,18,91.0,10.0,9.0,10.0,9.0,10.0,10.0,f,f,moderate,f,f,97.52,0.06,0.1,2.33,18,1
1716,"Boston, Massachusetts, United States",within a few hours,97%,63%,f,2,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02109,42.35795945476904,-71.05808346476711,Bed & Breakfast,Private room,8,1.0,1.0,2.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$70.00,,$15.00,1,$50.00,1,1125,5,64.0,6.0,6.0,6.0,8.0,6.0,6.0,f,f,strict,f,f,72.68,19.06,1.62,6.64,5,1
1717,US,within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02116,42.35107229312267,-71.06305596090543,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",""Hair Dryer"",Iron}",,$169.00,,$100.00,1,$0.00,3,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.95,0.0,0.04,0.01,1,2
1718,US,within a few hours,98%,55%,f,749,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02116,42.351569313485314,-71.06288547360207,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",,$199.00,,$100.00,1,$0.00,2,1125,1,100.0,8.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,96.02,0.04,3.28,0.66,1,2
1719,US,within a few hours,98%,94%,f,3,"['email', 'phone', 'reviews']",t,f,Downtown,Boston,02116,42.35158287420612,-71.06534601202634,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Smoking Allowed"",""Pets Allowed"",Heating,""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Laptop Friendly Workspace""}",,$80.00,,,1,$0.00,1,1125,1,100.0,10.0,8.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,99.61,0.27,0.07,0.06,1,1
1720,"Boston, Massachusetts, United States",within a few hours,97%,84%,f,11,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02108,42.35984896639969,-71.05779410822251,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$150.00,$500.00,$125.00,1,$10.00,3,1125,20,88.0,10.0,9.0,9.0,9.0,10.0,9.0,f,f,strict,f,f,84.06,0.19,0.05,15.7,20,1
1721,"Boston, Massachusetts, United States",within a few hours,97%,84%,f,11,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02108,42.36019424688229,-71.05588182276712,Apartment,Entire home/apt,4,2.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$235.00,$500.00,$135.00,3,$10.00,3,1125,34,96.0,10.0,10.0,9.0,10.0,10.0,9.0,f,f,strict,f,f,90.99,1.95,1.32,5.74,34,1
1722,"Boston, Massachusetts, United States",within a few hours,97%,84%,f,11,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02108,42.36135706276269,-71.05567311398514,Apartment,Entire home/apt,3,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials}",,$175.00,$500.00,$125.00,1,$0.00,3,365,13,80.0,9.0,9.0,8.0,8.0,10.0,9.0,f,f,strict,f,f,62.51,16.37,8.85,12.27,13,2
1723,"Boston, Massachusetts, United States",within an hour,100%,100%,f,2,"['email', 'phone', 'reviews', 'kba']",f,f,Downtown,Boston,02114,42.35929058460621,-71.06086325369459,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Doorman,""Elevator in Building"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",1200.0,$250.00,"$1,000.00",,2,$150.00,10,600,38,93.0,9.0,10.0,9.0,10.0,10.0,9.0,f,f,strict,t,t,94.39,0.04,0.09,5.48,38,1
1724,"Boston, Massachusetts, United States",within a few hours,100%,87%,t,12,"['email', 'phone', 'reviews']",t,f,Downtown,Boston,02114,42.36408748617406,-71.05942866658202,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$229.00,,,2,$25.00,3,60,14,94.0,9.0,10.0,9.0,9.0,10.0,9.0,f,f,strict,f,f,86.14,3.7,3.09,7.07,14,1
1725,"Boston, Massachusetts, United States",within an hour,100%,99%,f,4,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02108,42.35623878041575,-71.06042658684564,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$325.00,$100.00,$80.00,1,$0.00,1,1125,105,93.0,10.0,10.0,10.0,10.0,9.0,9.0,f,f,moderate,f,f,93.22,0.41,1.08,5.3,105,1
1726,"Webster, New York, United States",,,,f,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,Downtown,Boston,02109,42.3592631619682,-71.05291766335333,Apartment,Private room,4,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$135.00,,,1,$0.00,1,1125,3,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,99.46,0.02,0.48,0.05,3,3
1727,"Boston, Massachusetts, United States",within a day,100%,92%,f,1,"['email', 'phone', 'facebook', 'reviews']",t,f,Downtown,Boston,02122,42.35515467371552,-71.06143071858067,Apartment,Private room,5,1.0,1.0,2.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,$125.00,$100.00,$30.00,1,$50.00,1,7,15,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,92.7,5.17,1.79,0.34,14,3
1728,"Boston, Massachusetts, United States",within a few hours,100%,93%,f,12,"['phone', 'reviews']",t,f,Downtown,Boston,02108,42.35889162856031,-71.06166258935436,Condominium,Entire home/apt,1,1.0,0.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$175.00,"$1,000.00",$200.00,0,$0.00,5,14,5,92.0,9.0,9.0,10.0,10.0,10.0,8.0,f,f,strict,f,f,99.6,0.0,0.07,0.32,5,1
1729,"Boston, Massachusetts, United States",within a few hours,86%,100%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02111,42.34933742803183,-71.0566868110075,Apartment,Entire home/apt,3,1.0,0.0,2.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Shampoo,""Hair Dryer""}",,$160.00,$150.00,$60.00,1,$30.00,3,1125,1,,,,,,,,f,f,flexible,f,f,1.83,64.02,34.0,0.14,1,1
1730,"Cambridge, Massachusetts, United States",within a few hours,94%,84%,f,18,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'kba']",t,t,Downtown,Boston,02116,42.352840770749374,-71.06260645631284,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers,Iron,""Laptop Friendly Workspace""}",,$184.00,$100.00,,1,$15.00,2,1125,29,79.0,9.0,8.0,8.0,9.0,8.0,9.0,f,f,moderate,f,f,69.34,3.4,2.15,25.11,29,1
1731,"Boston, Massachusetts, United States",within a few hours,100%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Downtown,Boston,02114,42.36443313550078,-71.06039046179252,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""24-Hour Check-in"",""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",,$240.00,,$60.00,1,$0.00,2,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,99.98,0.0,0.02,0.0,1,2
1732,US,within a few hours,89%,45%,f,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02111,42.35210306886879,-71.06318368946836,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$269.00,,$200.00,1,$0.00,3,365,5,90.0,8.0,9.0,9.0,6.0,9.0,8.0,f,f,super_strict_30,f,t,61.65,3.68,0.04,34.62,5,1
1733,"Boston, Massachusetts, United States",within a few hours,100%,86%,t,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Downtown,Boston,02111,42.35485703741317,-71.06122845414615,Loft,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",,$225.00,,$45.00,1,$0.00,2,1125,28,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,95.9,2.01,2.07,0.02,28,3
1734,"Boston, Massachusetts, United States",within an hour,100%,95%,f,4,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02108,42.35715190031668,-71.05953739408531,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$310.00,$100.00,$80.00,1,$0.00,1,1125,87,94.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,moderate,f,f,94.39,0.09,0.33,5.19,86,2
1735,"Newton, Massachusetts, United States",within a day,100%,100%,f,1,"['email', 'phone', 'reviews']",t,f,Downtown,Boston,02108,42.356184107267886,-71.06195985381298,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",""Elevator in Building"",Heating,""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,$285.00,,,2,$100.00,2,7,20,87.0,9.0,10.0,9.0,10.0,10.0,9.0,f,f,moderate,f,f,81.83,3.88,2.61,11.68,20,3
1736,US,within a few hours,89%,45%,f,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02114,42.36417484490023,-71.06320412284416,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Hangers}",,$299.00,,$200.00,1,$0.00,5,730,4,87.0,8.0,9.0,10.0,9.0,9.0,9.0,f,f,super_strict_30,f,t,79.06,0.11,0.04,20.78,4,1
1737,"Boston, Massachusetts, United States",within a few hours,100%,67%,f,15,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02108,42.35630612674598,-71.06134033605234,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",,$289.00,,,1,$0.00,4,1125,25,90.0,10.0,10.0,10.0,10.0,9.0,9.0,f,f,strict,f,f,86.72,4.1,0.08,9.1,25,3
1738,"Miami, Florida, United States",,,,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02111,42.35204722237334,-71.06413405225246,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,$190.00,,,1,$0.00,1,1125,1,,,,,,,,f,f,strict,f,f,2.69,71.97,22.31,3.03,1,3
1739,"Boston, Massachusetts, United States",within an hour,100%,100%,f,4,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02116,42.3514930695486,-71.06518757068073,Bed & Breakfast,Private room,2,2.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Breakfast,Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$115.00,,$50.00,1,$70.00,2,1125,43,98.0,9.0,10.0,10.0,10.0,10.0,9.0,f,t,moderate,f,f,98.34,0.57,0.15,0.94,43,1
1740,"Boston, Massachusetts, United States",within a few hours,100%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Downtown,Boston,02111,42.352907535150806,-71.06339267625212,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",""Smoke Detector"",Essentials,Shampoo,""Laptop Friendly Workspace""}",,$200.00,$120.00,$40.00,2,$30.00,2,3,4,95.0,9.0,9.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,99.9,0.01,0.06,0.03,4,3
1741,"Boston, Massachusetts, United States",within a few hours,100%,93%,f,12,"['phone', 'reviews']",t,f,Downtown,Boston,02108,42.35738232639453,-71.06161726265582,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Doorman,""Elevator in Building"",Heating,Washer,Dryer,""Smoke Detector"",Essentials,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$175.00,"$1,000.00",$150.00,1,$0.00,5,36,6,93.0,10.0,9.0,10.0,9.0,10.0,9.0,f,f,strict,f,f,99.63,0.01,0.32,0.03,6,1
1742,"Boston, Massachusetts, United States",within a few hours,100%,67%,f,15,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02108,42.35591666917494,-71.05977497623061,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",,$229.00,,,1,$0.00,4,1125,21,92.0,9.0,10.0,10.0,9.0,10.0,9.0,f,f,moderate,f,f,90.52,0.44,0.03,9.01,21,3
1743,"Boston, Massachusetts, United States",within a few hours,89%,100%,f,2,"['email', 'phone', 'reviews', 'kba']",t,t,Downtown,Boston,02110,42.36199306901067,-71.05052296735359,Apartment,Entire home/apt,2,1.5,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$425.00,,,1,$0.00,3,1125,3,100.0,10.0,10.0,10.0,9.0,10.0,10.0,f,f,strict,f,f,67.33,20.12,12.34,0.21,3,1
1744,"Acton, Massachusetts, United States",within an hour,100%,100%,t,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02116,42.35076076438733,-71.06585080123416,House,Entire home/apt,10,2.5,3.0,9.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Breakfast,""Indoor Fireplace"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$350.00,$500.00,$250.00,3,$50.00,1,1125,40,99.0,10.0,10.0,10.0,10.0,10.0,10.0,f,t,strict,f,f,97.37,0.27,0.11,2.25,40,2
1745,"Boston, Massachusetts, United States",within an hour,100%,100%,f,2,"['email', 'phone', 'reviews']",t,f,Downtown,Boston,,42.35185990571018,-71.06496250691329,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,""Smoking Allowed"",""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,""Laptop Friendly Workspace""}",,$299.00,,,1,$0.00,1,1125,5,90.0,10.0,10.0,9.0,9.0,10.0,10.0,f,t,moderate,f,f,80.01,12.88,6.95,0.17,5,1
1746,US,within a few hours,89%,45%,f,558,"['email', 'phone', 'reviews', 'jumio']",t,t,Downtown,Boston,02114,42.36596731344966,-71.05953501624145,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials}",,$249.00,,$200.00,1,$0.00,4,365,2,90.0,8.0,9.0,9.0,9.0,9.0,6.0,f,f,super_strict_30,f,t,98.73,0.02,0.11,1.15,2,1
1747,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,Downtown,Boston,02116,42.35049371153128,-71.06986261163799,House,Entire home/apt,6,2.0,2.0,4.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Gym,Breakfast,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$375.00,,$130.00,4,$50.00,2,1125,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,88.88,4.76,6.1,0.26,9,1
