,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,city,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_sentiment_positive,reviews_sentiment_negative,reviews_sentiment_neutral,reviews_sentiment_mixed,number_sentiment_reviews,occupation_percentage_categoric
2063,"Medellin, Antioquia, Colombia",within an hour,100%,100%,f,1,"['email', 'phone', 'reviews']",t,f,Brighton,Boston,02135,42.34641385887015,-71.1373730844152,Dorm,Private room,3,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,Hangers,Iron}",,$50.00,,$5.00,2,$0.00,1,1125,2,90.0,10.0,10.0,10.0,10.0,9.0,10.0,f,t,flexible,f,f,52.8,0.14,0.03,47.03,2,3
2064,"Albuquerque, New Mexico, United States",within a day,80%,33%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Brighton,Boston,02135,42.36113460238734,-71.1401136361576,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$70.00,,$10.00,1,$0.00,1,7,3,87.0,10.0,9.0,10.0,9.0,7.0,10.0,f,f,flexible,f,f,98.57,0.02,0.44,0.97,3,3
2065,"Boston, Massachusetts, United States",within an hour,100%,99%,t,7,"['email', 'phone', 'reviews', 'jumio', 'kba']",t,t,Brighton,Boston,02135,42.34612242176923,-71.1518798956065,Apartment,Entire home/apt,10,1.0,3.0,7.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$500.00,$500.00,$150.00,4,$35.00,3,1125,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.96,0.0,0.02,0.02,2,2
2066,"Brookline, Massachusetts, United States",within a few hours,95%,99%,f,6,"['email', 'phone', 'reviews', 'kba']",t,t,Brighton,Boston,02134,42.35159256998726,-71.14421128838609,House,Private room,2,2.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",Breakfast,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$60.00,,$10.00,1,$20.00,30,1125,60,90.0,9.0,9.0,10.0,10.0,9.0,9.0,f,f,strict,f,f,94.32,0.59,0.8,4.3,60,1
2067,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Brighton,Brighton,02135,42.352572976732944,-71.15056520109587,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",""Free Parking on Premises"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$110.00,$100.00,$15.00,2,$15.00,2,21,120,95.0,10.0,10.0,10.0,10.0,9.0,9.0,f,f,strict,f,f,94.88,0.85,1.08,3.19,119,1
2068,"Boston, Massachusetts, United States",within a day,90%,91%,t,2,"['email', 'phone', 'reviews', 'jumio']",t,t,Brighton,Brighton,02135,42.35074236848616,-71.16995307103547,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Breakfast,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron}",,$50.00,,$20.00,1,$30.00,1,20,27,97.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,strict,f,f,99.87,0.0,0.11,0.02,27,3
2069,"Boston, Massachusetts, United States",within a day,50%,100%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Brighton,Boston,02135,42.34528024327052,-71.1477012036146,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",Essentials,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49""}",,$148.00,,$45.00,1,$0.00,14,75,1,,,,,,,,f,f,flexible,f,f,1.8,58.52,39.52,0.16,1,3
2070,"Boston, Massachusetts, United States",within a day,100%,71%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,Brighton,Boston,02135,42.33789228304368,-71.15631497071932,Apartment,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""First Aid Kit"",Essentials}",,$120.00,$150.00,$50.00,1,$0.00,1,1125,19,86.0,9.0,9.0,9.0,9.0,9.0,8.0,f,f,strict,f,f,99.6,0.01,0.12,0.28,19,1
2071,"Boston, Massachusetts, United States",within a day,100%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,Brighton,Boston,02135,42.34310294092337,-71.14985562924973,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets Allowed"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_50""}",,$140.00,$200.00,,1,$0.00,3,1125,2,100.0,10.0,9.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.47,0.03,0.48,0.02,2,3
2072,"Boston, Massachusetts, United States",within a few hours,100%,94%,f,5,"['email', 'phone', 'reviews']",t,f,Brighton,Boston,02135,42.3597195356887,-71.14550048696087,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$39.00,$300.00,$50.00,1,$0.00,4,999,1,100.0,10.0,10.0,8.0,10.0,10.0,8.0,f,f,strict,f,f,99.78,0.01,0.19,0.03,1,2
2073,"Boston, Massachusetts, United States",within an hour,100%,100%,t,1,"['email', 'phone', 'reviews', 'kba']",t,t,Brighton,Boston,02135,42.34553886772128,-71.13819016918849,Apartment,Entire home/apt,5,1.0,3.0,4.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$285.00,,$95.00,5,$75.00,3,29,72,98.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,flexible,f,f,99.46,0.01,0.09,0.45,72,1
2074,"Boston, Massachusetts, United States",within a few hours,95%,67%,f,3,"['email', 'phone', 'manual_online', 'reviews', 'manual_offline', 'jumio']",t,t,Brighton,Brighton,02135,42.34379756233822,-71.15630479773085,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,Hangers,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$52.00,,,1,$0.00,27,1125,6,90.0,9.0,9.0,10.0,10.0,9.0,9.0,f,f,strict,f,f,99.92,0.01,0.07,0.01,6,1
